"","V1","V2","V3","year","hr","uhr","presc_rate","population","white_pop","black_pop","other_pop","income","rural_urban","deaths"
"467","Frederick County","MD",24021,"2014",16.0118898546203,2.87392894826517,79.6,243569,201879,22861,18829,84480,"1",30
"468","Harford County","MD",24025,"2014",8.80567085202871,2.00128883000652,85.3,249839,202036,33289,14514,81016,"1",27
"469","Howard County","MD",24027,"2014",13.629681552226,2.27161359203767,39.6,308151,186452,56773,64926,110133,"1",14
"470","Montgomery County","MD",24031,"2014",47.4809784195061,8.46484656249392,39.7,1027780,637771,194513,195496,98704,"1",45
"471","Prince George's County","MD",24033,"2014",5.99568976524654,1.22134421143911,45.4,900647,237305,588271,75071,73856,"1",38
"472","Queen Anne's County","MD",24035,"2014",2.05225029244567,0,77.1,48727,43808,3264,1655,86406,"1",10
"473","Washington County","MD",24043,"2014",258.933888223526,50.8500659043617,122.8,149459,126274,16123,7062,56477,"2",30
"474","Baltimore city","MD",24510,"2014",35.1325813784485,10.2670557453,66.6,623353,194472,396845,32036,41819,"1",201
"475","Barnstable County","MA",25001,"2014",9.30847350343017,2.79254205102905,77.7,214858,200712,5677,8469,61597,"2",37
"476","Berkshire County","MA",25003,"2014",13.9932987647027,3.10962194771171,82.5,128633,119612,4050,4971,49737,"2",20
"477","Bristol County","MA",25005,"2014",10.8094279830868,2.34204272966882,88.1,555071,501829,25816,27426,55957,"1",119
"478","Essex County","MA",25009,"2014",22.0667167710942,5.58158130092382,59.2,770391,667744,49060,53587,68776,"1",123
"479","Hampden County","MA",25013,"2014",24.0921214498767,4.69050152121493,83.9,469033,392069,49679,27285,50036,"2",42
"480","Hampshire County","MA",25015,"2014",9.93523468887192,3.10476084027247,70.3,161043,143152,4978,12913,61460,"2",15
"481","Middlesex County","MA",25017,"2014",20.127991092727,4.2039475067088,43.2,1569953,1269299,87001,213653,83488,"1",165
"482","Norfolk County","MA",25021,"2014",9.10216530399065,1.7337457721887,52.3,692143,560240,47114,84789,86469,"1",81
"483","Plymouth County","MA",25023,"2014",6.70694780613765,1.18357902461253,67.6,506937,437573,50950,18414,75816,"1",65
"484","Suffolk County","MA",25025,"2014",56.0805790742671,12.4912658726906,40.8,768537,478025,192943,97569,54169,"1",78
"485","Worcester County","MA",25027,"2014",17.0698969297518,3.80695543037631,66.6,814299,712956,43112,58231,65453,"2",95
"486","Genesee County","MI",26049,"2014",23.0128411653703,5.5715299663528,138.8,412813,310697,85341,16775,41879,"2",21
"487","Ingham County","MI",26065,"2014",32.7397925775722,8.80101951010005,86,284058,218967,34624,30467,45278,"2",10
"488","Kent County","MI",26081,"2014",41.8896683258572,6.66426541547728,87.4,630227,524331,65793,40103,52716,"2",41
"489","Livingston County","MI",26093,"2014",6.9995208020374,2.692123385399,67.2,185727,179830,1041,4856,73694,"1",14
"490","Macomb County","MI",26099,"2014",12.5318517899662,2.552784623882,107.8,861804,715665,93597,52542,54059,"1",104
"491","Monroe County","MI",26115,"2014",122.719026784761,25.3441468359834,107.6,149936,142335,3444,4157,54911,"2",22
"492","Oakland County","MI",26125,"2014",23.4113010386545,5.48954645044312,81.6,1238718,948084,178229,112405,66436,"1",30
"493","Ottawa County","MI",26139,"2014",5.776944934883,1.44423623372075,67.5,276963,257539,4919,14505,58160,"2",16
"494","St. Clair County","MI",26147,"2014",34.352027081889,3.7474938634788,117.5,160107,151071,3998,5038,48703,"1",19
"495","Washtenaw County","MI",26161,"2014",47.3563986851635,10.8641149924787,55.5,358980,268443,45729,44808,60805,"2",51
"496","Wayne County","MI",26163,"2014",16.0913900297974,4.41946627578943,101.7,1764919,965220,697248,102451,41421,"1",217
"497","Anoka County","MN",27003,"2014",13.7595475158162,1.46378165061874,61.6,341581,296961,18314,26306,70464,"1",10
"498","Dakota County","MN",27037,"2014",7.52465538292,1.94184655043097,59.3,411979,355513,23353,33113,74995,"1",11
"499","Hennepin County","MN",27053,"2014",22.0587506320204,6.19627826742146,47.8,1210404,917840,154405,138159,65033,"1",68
"500","Ramsey County","MN",27123,"2014",15.2140675654862,3.75655989271265,48.9,532402,371940,62778,97684,55460,"1",21
"501","St. Louis County","MN",27137,"2014",116.600642798415,23.9180805740339,80.6,200685,186080,3029,11576,47138,"2",19
"502","Washington County","MN",27163,"2014",155.405459670878,30.5189016407925,60.7,249026,218362,10496,20168,83182,"1",13
"503","DeSoto County","MS",28033,"2014",8.78091614225084,0.585394409483389,109.4,170825,122968,42369,5488,58995,"1",12
"504","Franklin County","MO",29071,"2014",337.159043017181,73.5085122857227,115.2,102029,98933,916,2180,48661,"1",14
"505","Greene County","MO",29077,"2014",32.8798939448527,8.74465264490764,127,285889,261489,9008,15392,40512,"2",22
"506","Jackson County","MO",29095,"2014",35.5782788019344,8.19910951814126,88.3,683001,480588,164448,37965,46917,"1",42
"507","Jefferson County","MO",29099,"2014",206.143896523848,39.5221413814785,90.7,222660,214925,2222,5513,55563,"1",51
"508","St. Charles County","MO",29183,"2014",8.68663363991008,1.57938793452911,81.2,379894,344831,17424,17639,72100,"1",46
"509","St. Francois County","MO",29187,"2014",13.6378100707651,1.51531223008501,197.9,65993,61689,2958,1346,37476,"3",11
"510","St. Louis County","MO",29189,"2014",23.3717902491693,4.79421338444497,75.3,1001207,699489,239757,61961,59520,"1",134
"511","St. Louis city","MO",29510,"2014",47.6581239742457,13.5715187476329,60.8,316840,145291,153161,18388,34800,"1",99
"512","Douglas County","NE",31055,"2014",41.2286126571841,8.09847748623259,72.3,543312,441529,62690,39093,53444,"2",10
"513","Clark County","NV",32003,"2014",12.1555582137431,2.3729974202128,85.3,2064899,1490440,241154,333305,52070,"1",98
"514","Washoe County","NV",32031,"2014",17.9977810330726,3.41730019615303,98,438943,374908,11407,52628,52910,"2",39
"515","Cheshire County","NH",33005,"2014",9.17575503355705,2.62164429530201,79.2,76288,73220,544,2524,56139,"5",11
"516","Grafton County","NH",33009,"2014",62.5943106242665,15.6485776560666,87.1,89465,83487,937,5041,55045,"8",13
"517","Hillsborough County","NH",33011,"2014",53.5798500258023,12.8394110660909,70.1,405003,370396,10323,24284,70906,"2",73
"518","Merrimack County","NH",33013,"2014",14.8936458291022,2.70793560529131,90.4,147714,140419,1930,5365,65226,"3",32
"519","Rockingham County","NH",33015,"2014",15.6389336243728,3.66017595464044,76,300532,287494,2665,10373,79368,"1",56
"520","Strafford County","NH",33017,"2014",37.23716110222,9.50736028141787,95,126218,117818,1502,6898,59580,"1",33
"521","Atlantic County","NJ",34001,"2014",14.1965309502575,3.27612252698251,84.7,274715,195713,47369,31633,54392,"2",28
"522","Bergen County","NJ",34003,"2014",11.4905991864226,2.04038677142084,44.4,931196,694440,63900,172856,83686,"1",46
"523","Burlington County","NJ",34005,"2014",14.8540972921202,1.10851472329255,73.9,451054,335807,79273,35974,79612,"1",15
"524","Cape May County","NJ",34009,"2014",5.24015636626597,0,96.8,95417,87620,4716,3081,57394,"2",11
"525","Cumberland County","NJ",34011,"2014",118.966906732504,24.3050669668556,98,156346,112882,34148,9316,50603,"2",17
"526","Essex County","NJ",34013,"2014",21.4256096531194,5.41941891225961,43,793443,392740,335276,65427,54499,"1",42
"527","Hudson County","NJ",34017,"2014",5.37631196946255,1.04539399406216,38.6,669604,439605,101173,128826,58973,"1",29
"528","Mercer County","NJ",34021,"2014",22.5995996642345,4.03564279718474,59.6,371688,242469,79306,49913,74118,"2",14
"529","Middlesex County","NJ",34023,"2014",37.9022314339038,7.91628884379003,45.8,833724,517923,92958,222843,80118,"1",49
"530","Monmouth County","NJ",34025,"2014",13.6992629477947,1.91152506248298,61.8,627771,532827,48089,46855,85605,"1",47
"531","Morris County","NJ",34027,"2014",12.0391030065653,3.21042746841742,45.9,498376,420319,17621,60436,99142,"1",19
"532","Ocean County","NJ",34029,"2014",8.36347312850221,1.53614812564326,72.6,585881,545585,19978,20318,61839,"1",35
"533","Passaic County","NJ",34031,"2014",8.46148548264904,0.590336196463886,50.8,508185,382282,76256,49647,59513,"1",30
"534","Somerset County","NJ",34035,"2014",14.1515115018668,3.31205588341563,38.7,332120,236665,32488,62967,100903,"1",12
"535","Union County","NJ",34039,"2014",19.9628328348674,5.26292865646505,45.2,551024,376958,130147,43919,69396,"1",20
"536","Bernalillo County","NM",35001,"2014",17.7822826227089,4.00101359010949,74.7,674829,573065,22708,79056,48390,"2",66
"537","Dona Ana County","NM",35013,"2014",6.55627154203507,0.936610220290724,51.3,213536,196909,4700,11927,38426,"2",11
"538","Rio Arriba County","NM",35039,"2014",7.54868904433597,2.51622968144532,93.7,39742,31066,338,8338,38635,"5",14
"539","Sandoval County","NM",35043,"2014",4.36236731132761,0.727061218554602,57.4,137540,108786,3413,25341,57092,"2",12
"540","Santa Fe County","NM",35049,"2014",14.932565889947,4.07251796998554,90.4,147329,134265,1657,11407,52958,"2",23
"541","Albany County","NY",36001,"2014",29.1928185666326,7.13602231628797,51.5,308295,238777,41976,27542,59940,"2",20
"542","Bronx County","NY",36005,"2014",2.92135909972059,0.486893183286766,32.5,1437687,648983,630109,158595,34284,"1",69
"543","Broome County","NY",36007,"2014",13.1533017316828,2.02358488179735,71.6,197669,172624,11055,13990,46368,"2",16
"544","Chautauqua County","NY",36013,"2014",5.30383391422943,1.51538111835127,81.7,131980,124016,3493,4471,42720,"3",11
"545","Dutchess County","NY",36027,"2014",10.8143547040753,1.68974292251177,57.7,295903,243251,32762,19890,72471,"1",18
"546","Erie County","NY",36029,"2014",21.7602646741049,4.87170104644138,73.7,923702,741228,128141,54333,51050,"1",53
"547","Jefferson County","NY",36045,"2014",386.610963242478,74.1214918634817,27.3,118724,104735,7690,6299,48613,"2",11
"548","Kings County","NY",36047,"2014",3.10042625119424,0.727260478675192,24.4,2612544,1290365,916880,405299,46958,"1",84
"549","Monroe County","NY",36055,"2014",24.5304223898764,5.06606549356143,51.9,750089,580253,120887,48949,52501,"1",72
"550","Nassau County","NY",36059,"2014",11.8574251417183,2.43040391103543,44.6,1357799,1035182,169294,153323,98401,"1",69
"551","New York County","NY",36061,"2014",19.9453277763774,3.79328319673435,42.7,1634468,1061942,297103,275423,71656,"1",52
"552","Niagara County","NY",36063,"2014",3.27893425268404,0.468419178954863,80.8,213484,188728,15055,9701,49091,"1",13
"553","Oneida County","NY",36065,"2014",15.8653248318061,3.85913306719608,58.7,233213,202972,15745,14496,48931,"2",15
"554","Onondaga County","NY",36067,"2014",18.5603167627394,3.8400655371185,46.2,468742,378716,54796,35230,54498,"2",20
"555","Orange County","NY",36071,"2014",135.705428749328,26.6089075979075,61.4,375814,308016,43900,23898,70794,"1",26
"556","Queens County","NY",36081,"2014",2.72238304447985,0.734611297716785,25.6,2314149,1135491,480238,698420,57210,"1",43
"557","Richmond County","NY",36085,"2014",16.4855371114803,2.95894255847082,49.1,473142,366074,55525,51543,74043,"1",28
"558","Saratoga County","NY",36091,"2014",8.4560197959874,3.11537571431115,52.9,224692,210993,3701,9998,70581,"2",17
"559","Suffolk County","NY",36103,"2014",28.7331800897062,6.39996586684871,54.7,1500008,1279471,124551,95986,88323,"1",120
"560","Ulster County","NY",36111,"2014",2.76732344476422,1.66039406685853,66.4,180680,159301,12358,9021,58592,"2",16
"561","Westchester County","NY",36119,"2014",7.21459822417818,0.824525511334649,36.9,970255,722907,155997,91351,83422,"1",33
"562","Alamance County","NC",37001,"2014",7.69053295393371,2.56351098464457,96,156036,117800,30519,7717,42592,"2",10
"563","Brunswick County","NC",37019,"2014",5.05012246546979,1.6833741551566,123.7,118809,101673,13211,3925,46955,"2",12
"564","Buncombe County","NC",37021,"2014",35.6004272051265,4.40005280063361,95.6,249997,223915,16286,9796,45642,"2",18
"565","Burke County","NC",37023,"2014",4.5101421822323,0,159.3,88689,77053,5534,6102,37735,"2",11
"566","Cabarrus County","NC",37025,"2014",16.1630065277691,2.60693653673695,110.3,191796,148485,32766,10545,53935,"1",13
"567","Catawba County","NC",37035,"2014",22.5647770277676,2.57883166031629,142.6,155109,131363,13740,10006,45397,"2",15
"568","Cumberland County","NC",37051,"2014",56.9907068379656,11.6432626873263,96.5,326369,172226,124169,29974,44778,"2",20
"569","Davidson County","NC",37057,"2014",132.350967930812,14.0279827760768,84.5,163958,142540,15393,6025,42866,"2",13
"570","Durham County","NC",37063,"2014",31.1741823554128,6.43814635600916,57.8,295116,155631,114974,24511,52038,"2",11
"571","Forsyth County","NC",37067,"2014",26.0231907719026,4.656781506551,92.6,365059,246079,99559,19421,46003,"2",24
"572","Gaston County","NC",37071,"2014",9.95633436215455,1.42233348030779,138.1,210921,169096,33774,8051,42158,"1",24
"573","Guilford County","NC",37081,"2014",15.4127695771438,1.36568844354439,88.9,512562,298633,174678,39251,45050,"2",31
"574","Iredell County","NC",37097,"2014",16.774402262148,1.19817159015343,116.4,166921,138744,20129,8048,51889,"1",19
"575","Mecklenburg County","NC",37119,"2014",19.5869333391369,3.06664107834971,63.7,1010878,595331,327502,88045,56472,"1",63
"576","New Hanover County","NC",37129,"2014",21.7167306617134,0.924116198370783,119.1,216423,175888,31595,8940,49582,"2",17
"577","Onslow County","NC",37133,"2014",6.47766285924039,0.539805238270032,86.1,185252,142080,29396,13776,46141,"2",10
"578","Pitt County","NC",37147,"2014",23.9856086348191,2.85542959938323,94,175105,105975,61040,8090,42011,"2",12
"579","Robeson County","NC",37155,"2014",7.41460231780469,0,141.1,134869,42612,33123,59134,30581,"5",12
"580","Rowan County","NC",37159,"2014",11.5475107897054,1.44343884871317,96.4,138558,110976,23016,4566,41925,"1",14
"581","Surry County","NC",37171,"2014",12.3629770048628,1.37366411165142,191.5,72798,68099,2913,1786,35894,"5",10
"582","Union County","NC",37179,"2014",50.4198599244619,13.29250852554,76.6,218168,181571,26383,10214,65893,"1",12
"583","Wake County","NC",37183,"2014",11.6244462103804,1.20252891831522,61.3,997897,688530,213247,96120,66579,"1",38
"584","Wilkes County","NC",37193,"2014",8.71750911706162,1.45291818617694,100.2,68827,64299,3013,1515,32157,"3",18
"585","Ashtabula County","OH",39007,"2014",6.05375736540479,2.0179191218016,86.9,99112,92608,3696,2808,40304,"3",16
"586","Brown County","OH",39015,"2014",149.724371044214,34.0282661464123,102.4,44081,42968,411,702,44899,"1",10
"587","Butler County","OH",39017,"2014",19.2796377570284,3.21327295950473,93.4,373451,322917,30405,20129,56998,"1",75
"588","Clark County","OH",39023,"2014",184.001407500806,35.9205934961734,115.7,136412,118928,12325,5159,43011,"2",24
"589","Clermont County","OH",39025,"2014",3.97426662361211,0.993566655903028,100.2,201295,192714,2769,5812,60552,"1",57
"590","Cuyahoga County","OH",39035,"2014",24.360709904414,5.07845418202767,70.1,1260226,810150,382829,67247,44203,"1",133
"591","Fairfield County","OH",39045,"2014",84.3898678999548,19.2701273157377,86.2,150492,134376,10845,5271,60704,"1",12
"592","Franklin County","OH",39049,"2014",27.8906556574249,6.08081155321764,88.5,1233388,856834,277278,99276,51890,"1",129
"593","Greene County","OH",39057,"2014",57.1084879008986,15.1884276332177,91.1,164599,142763,11798,10038,58775,"2",20
"594","Hamilton County","OH",39061,"2014",38.438646959627,7.43973812121813,86.4,806480,554837,211705,39938,48927,"1",162
"595","Lake County","OH",39085,"2014",81.9672131147541,15.2598535054063,85,229360,213411,8806,7143,56809,"1",28
"596","Licking County","OH",39089,"2014",3.5394680179569,0,76.6,169517,157677,6305,5535,55777,"1",11
"597","Lorain County","OH",39093,"2014",7.23018272643618,2.30051268568424,86.1,304280,264318,26791,13171,52610,"1",30
"598","Lucas County","OH",39095,"2014",26.6894293753983,3.91138189122217,112.1,434629,327044,85771,21814,41751,"2",72
"599","Mahoning County","OH",39099,"2014",21.4379735112399,5.14511364269758,112.3,233231,188450,37363,7418,41350,"2",13
"600","Marion County","OH",39101,"2014",549.835506275131,120.324113561594,115.9,65656,59724,4198,1734,42904,"3",19
"601","Medina County","OH",39103,"2014",6.82310530894452,1.70577632723613,73.1,175873,168885,2364,4624,66296,"1",13
"602","Montgomery County","OH",39113,"2014",91.6977806506409,16.3477600750118,111.8,532183,393434,112828,25921,43281,"2",111
"603","Portage County","OH",39133,"2014",14.1898228122995,1.85084645377819,67.9,162088,148495,7209,6384,53027,"2",27
"604","Richland County","OH",39139,"2014",57.4184657785944,8.20263796837063,87.9,121912,106778,11504,3630,42042,"2",24
"605","Scioto County","OH",39145,"2014",6.46512710439887,2.58605084175955,124.5,77338,73282,1979,2077,36945,"5",12
"606","Stark County","OH",39151,"2014",13.8458793864145,3.46146984660363,111.5,375563,332908,29333,13322,46290,"2",18
"607","Summit County","OH",39153,"2014",32.8251580863302,9.40496102473505,91.4,542267,432598,80295,29374,50082,"2",93
"608","Trumbull County","OH",39155,"2014",8.77022022997466,2.92340674332489,105.6,205240,182441,17416,5383,43226,"2",40
"609","Warren County","OH",39165,"2014",31.5519976921967,6.31039953843935,76.4,221856,199715,7537,14604,73177,"1",24
"610","Cleveland County","OK",40027,"2014",11.8515006962757,2.96287517406892,93.8,270008,216041,13155,40812,55626,"1",12
"611","Oklahoma County","OK",40109,"2014",23.4867671639337,3.52301507459006,126.5,766389,546911,121386,98092,46584,"1",44
"612","Tulsa County","OK",40143,"2014",23.334148176603,5.87322096962116,144.1,629978,464497,68080,97401,48926,"2",35
"613","Clackamas County","OR",41005,"2014",14.2027441730706,4.05792690659159,86.9,394290,356556,3995,33739,64700,"1",25
"614","Jackson County","OR",41029,"2014",115.543171778937,26.6272330025534,124.5,210311,195141,1723,13447,44086,"2",13
"615","Lane County","OR",41039,"2014",19.5289614498301,4.74274778067302,123.4,358442,323419,3840,31183,43685,"2",20
"616","Linn County","OR",41043,"2014",28.5263617142665,9.22911702520388,127,119188,111319,795,7074,44965,"2",16
"617","Multnomah County","OR",41051,"2014",25.2202266217506,6.43373128105884,65.3,777154,625533,45210,106411,52845,"1",69
"618","Washington County","OR",41067,"2014",68.8396516393443,13.518897996357,60.1,562176,462877,11957,87342,65272,"1",26
"619","Allegheny County","PA",42003,"2014",29.6106163388947,7.78799772201067,84.2,1232666,997452,164944,70270,52390,"1",148
"620","Beaver County","PA",42007,"2014",4.72277321243034,1.77103995466138,85.8,169392,154355,10699,4338,50242,"1",15
"621","Berks County","PA",42011,"2014",7.97061018643982,0.966134568053311,65.8,414021,366964,27851,19206,55798,"2",33
"622","Bucks County","PA",42017,"2014",11.6581945129829,2.39551942047594,75.3,626169,560606,25464,40099,76824,"1",21
"623","Butler County","PA",42019,"2014",38.6803552145954,6.44672586909923,78,186141,179490,2259,4392,59365,"1",13
"624","Cambria County","PA",42021,"2014",19.633936167892,6.54464538929732,109.2,137517,129860,4751,2906,42304,"2",10
"625","Chester County","PA",42029,"2014",9.748507990852,1.16982095890224,57.3,512899,445096,32596,35207,86093,"1",11
"626","Cumberland County","PA",42041,"2014",76.3267935770593,15.5936459996143,79.6,243689,219789,9203,14697,61417,"2",13
"627","Dauphin County","PA",42043,"2014",31.620320835953,6.98588483585009,76.8,271977,200480,51171,20326,54337,"2",16
"628","Delaware County","PA",42045,"2014",19.730457071147,4.26604477213988,82.2,562582,399846,119757,42979,64174,"1",36
"629","Erie County","PA",42049,"2014",71.9782561208375,16.1145349524263,93.2,279251,246615,21318,11318,45703,"2",19
"630","Fayette County","PA",42051,"2014",95.2551050782878,23.0695957611478,134.9,134376,125023,6354,2999,38879,"1",14
"631","Lackawanna County","PA",42069,"2014",7.51304217164484,0.469565135727802,123.4,212963,196902,6822,9239,46056,"2",14
"632","Lancaster County","PA",42071,"2014",21.9244823386115,4.4973297104844,65.1,533650,484030,25407,24213,57120,"2",26
"633","Lawrence County","PA",42073,"2014",16.9537501695375,3.3907500339075,114.2,88476,82834,3528,2114,43991,"3",14
"634","Lehigh County","PA",42077,"2014",17.8495727258529,3.06789531225596,53.7,358552,303548,30551,24453,55681,"2",17
"635","Mercer County","PA",42085,"2014",73.084151179787,13.0507412821048,124.2,114936,105310,6693,2933,43715,"2",10
"636","Montgomery County","PA",42091,"2014",59.7782813744105,10.6571936056838,65.9,816350,661667,76634,78049,79926,"1",46
"637","Philadelphia County","PA",42101,"2014",23.1960728151638,5.95921207682385,80,1560609,700114,695324,165171,37460,"1",34
"638","Washington County","PA",42125,"2014",185.741574435816,36.4763815429509,83.6,208354,196051,6672,5631,55323,"1",22
"639","Westmoreland County","PA",42129,"2014",9.73850717032371,3.06067368210174,83.6,359398,342004,8787,8607,51593,"1",13
"640","York County","PA",42133,"2014",20.4271544973785,5.22027281599673,72.3,440590,395669,28271,16650,58906,"2",35
"641","Kent County","RI",44003,"2014",159.981577878911,25.451614662554,87.8,165019,154468,2929,7622,62976,"1",17
"642","Providence County","RI",44007,"2014",20.1119937161897,4.59250250212205,70.6,631464,502349,73382,55733,49139,"1",82
"643","Washington County","RI",44009,"2014",306.16846385709,60.1261065972579,73.5,126401,118714,1705,5982,72784,"1",19
"644","Aiken County","SC",45003,"2014",3.64170480340864,0,97.9,164758,117910,41309,5539,45597,"2",13
"645","Charleston County","SC",45019,"2014",38.9186914904807,8.41485221415799,91,380280,257565,109228,13487,52083,"2",16
"646","Greenville County","SC",45045,"2014",22.6302119558109,4.98279896274735,104,481657,371033,88985,21639,49968,"2",20
"647","Horry County","SC",45051,"2014",8.03226292273967,1.6733881089041,129.8,298795,246389,40773,11633,42322,"2",10
"648","Pickens County","SC",45077,"2014",6.64170492565442,1.6604262314136,114.8,120451,107854,8073,4524,41501,"2",12
"649","Richland County","SC",45079,"2014",17.4417011140264,2.49167158771805,74.7,401337,190676,189294,21367,48674,"2",12
"650","Spartanburg County","SC",45083,"2014",19.7649336000463,4.43007132414832,125.4,293449,219153,61330,12966,43555,"2",14
"651","York County","SC",45091,"2014",36.7270486551779,9.38580132298991,85.7,245051,186129,47596,11326,53568,"1",16
"652","Blount County","TN",47009,"2014",15.0683627827301,1.58614345081369,110.1,126092,118793,3674,3625,46518,"2",14
"653","Davidson County","TN",47037,"2014",32.4510729042514,3.43951463962112,95.8,668699,437254,188366,43079,47434,"1",32
"654","Hamblen County","TN",47063,"2014",17.4542223350576,1.58674748500524,199.9,63022,57770,2831,2421,38600,"2",13
"655","Hamilton County","TN",47065,"2014",88.4337246287923,17.116204766863,136.1,350545,265389,69681,15475,47880,"2",23
"656","Knox County","TN",47093,"2014",35.0348675034868,7.58716875871688,117.9,448125,387022,40298,20805,47543,"2",68
"657","Roane County","TN",47145,"2014",0,0,167.3,52773,49975,1390,1408,41726,"2",10
"658","Shelby County","TN",47157,"2014",16.7527065758108,3.09444898534085,79.2,937162,392675,503226,41261,46213,"1",51
"659","Bexar County","TX",48029,"2014",10.2757284603785,2.42098314511534,64.5,1858749,1583640,153604,121505,50867,"1",77
"660","Collin County","TX",48085,"2014",8.9247888835541,2.25944022368458,61.9,885175,657201,84159,143815,84233,"1",28
"661","Dallas County","TX",48113,"2014",11.6627081126673,2.14944108561104,59.8,2512281,1704596,582423,225262,49925,"1",101
"662","Denton County","TX",48121,"2014",4.51635185037592,0.265667755904466,66.9,752820,597746,71398,83676,74662,"1",11
"663","Ector County","TX",48135,"2014",9.70434107524099,3.8817364300964,92.4,154570,140712,7570,6288,54903,"2",13
"664","El Paso County","TX",48141,"2014",14.6249655354296,2.75716563372853,39.6,834190,769770,32606,31814,40783,"2",28
"665","Fort Bend County","TX",48157,"2014",3.35940033243457,0.438182652056683,44.2,684646,392207,144723,147716,86407,"1",12
"666","Galveston County","TX",48167,"2014",7.65067038999292,1.91266759749823,92.4,313698,252081,42551,19066,61744,"1",14
"667","Harris County","TX",48201,"2014",7.72187212399661,1.23820106944552,55.1,4441928,3129390,869106,443432,53822,"1",65
"668","Jefferson County","TX",48245,"2014",181.984703769343,34.8903135766933,102,252219,149269,86999,15951,42368,"2",12
"669","Lubbock County","TX",48303,"2014",23.3857875418148,3.72816902840526,94.2,295051,256651,23148,15252,45529,"2",10
"670","Nueces County","TX",48355,"2014",8.98056549498351,1.40321335859117,92.1,356325,325180,15462,15683,49368,"2",24
"671","Tarrant County","TX",48439,"2014",11.3138926373301,2.00564460389033,76,1944512,1461680,314789,168043,57727,"1",59
"672","Travis County","TX",48453,"2014",14.8738592358838,2.60944898875154,61.1,1149668,928380,102708,118580,59620,"1",17
"673","Davis County","UT",49011,"2014",7.8919890240645,1.21415215754838,72.9,329448,306098,4565,18785,70388,"2",13
"674","Salt Lake County","UT",49035,"2014",17.2257554364209,2.1990326089048,80.2,1091389,966822,21186,103381,61446,"1",74
"675","Utah County","UT",49049,"2014",8.19625395558343,1.24725603671922,64.5,561232,525521,3936,31775,60830,"2",22
"676","Weber County","UT",49057,"2014",18.2924801277148,3.32590547776632,90.7,240536,223374,3875,13287,56216,"2",17
"677","Chittenden County","VT",50007,"2014",23.0027976375505,4.97357786757849,43.6,160850,147227,3860,9763,64243,"2",10
"678","Chesterfield County","VA",51041,"2014",10.5251445703786,2.40574733037226,77.9,332537,232821,77031,22685,72514,"1",15
"679","Fairfax County","VA",51059,"2014",8.80756182027642,1.14498303663593,33.7,1135388,759877,112740,262771,112102,"1",35
"680","Frederick County","VA",51069,"2014",47.2991001043006,8.48958207000267,62.9,82454,75545,3575,3334,68719,"2",10
"681","Hanover County","VA",51085,"2014",11.7824951397208,1.96374918995346,102,101846,88636,9530,3680,77550,"1",10
"682","Henrico County","VA",51087,"2014",8.36729318065606,0.929699242295117,81,322685,191236,96619,34830,61438,"1",22
"683","Loudoun County","VA",51107,"2014",3.85889668631029,0.551270955187184,40.9,362798,257610,27493,77695,123966,"1",12
"684","Prince William County","VA",51153,"2014",6.53354751353458,1.1264737092301,44,443863,285843,96047,61973,98514,"1",12
"685","Roanoke County","VA",51161,"2014",11.7370892018779,3.20102432778489,98.6,93720,83630,5357,4733,60950,"2",12
"686","Chesapeake city","VA",51550,"2014",9.84369917655316,2.56792152431822,74.8,233652,146747,70554,16351,70176,"1",10
"687","Norfolk city","VA",51710,"2014",18.2744827306138,3.65489654612276,74.1,246245,120960,105796,19489,44150,"1",21
"688","Portsmouth city","VA",51740,"2014",22.9180990478572,6.25039064941559,120.6,95994,39687,51719,4588,46239,"1",12
"689","Richmond city","VA",51760,"2014",34.6354731898347,4.15625678278017,67.8,216541,95577,109686,11278,41331,"1",33
"690","Virginia Beach city","VA",51810,"2014",13.5520621350941,1.5551546712403,68.4,450116,309575,90064,50477,67001,"1",20
"691","Clark County","WA",53011,"2014",55.8215666956524,10.8974373230556,67.5,449647,393717,9503,46427,59551,"1",28
"692","King County","WA",53033,"2014",21.020873679461,5.96473303490427,55.5,2078886,1456684,138801,483401,73035,"1",80
"693","Kitsap County","WA",53035,"2014",11.0118298514976,3.53951673798137,71.2,254272,212474,7144,34654,62473,"2",11
"694","Pierce County","WA",53053,"2014",16.2611810676489,4.57722133756044,72.9,830198,634251,60607,135340,59711,"1",53
"695","Snohomish County","WA",53061,"2014",11.8740088500946,2.77060206502207,83.5,757958,608518,23727,125713,69443,"1",30
"696","Spokane County","WA",53063,"2014",23.537330412502,4.95522745526359,92.5,484337,435379,9102,39856,50432,"2",15
"697","Berkeley County","WV",54003,"2014",5.44276928101018,0.907128213501696,115.3,110238,97611,8166,4461,55100,"2",26
"698","Cabell County","WV",54011,"2014",39.3244473880288,9.31368490769103,148.8,96632,88322,4791,3519,37716,"2",13
"699","Harrison County","WV",54033,"2014",65.4136322009507,4.36090881339671,130.3,68793,65980,1172,1641,43130,"8",11
"700","Kanawha County","WV",54039,"2014",25.240972408462,5.25853591842959,155.2,190167,168962,14267,6938,46583,"2",20
"701","Dane County","WI",55025,"2014",26.3313804226187,6.00200583162631,62.4,516494,444304,27608,44582,62303,"2",16
"702","Milwaukee County","WI",55079,"2014",29.8792814346234,8.46231397274299,89.7,957185,623120,261324,72741,43385,"1",74
"703","Racine County","WI",55101,"2014",8.20828523791202,2.052071309478,89.1,194925,164042,22784,8099,55055,"2",16
