Guilford County, NC	23	507100	4.53559455729e-05	4348	57649	0.0754219500772
Henderson County, NC	12	109404	0.000109685203466	13748	184541	0.0744983499602
Iredell County, NC	17	164756	0.000103182888635	382	6983	0.0547042818273
Johnston County, NC	14	177758	7.87587619123e-05	14131	295061	0.0478917918668
Lincoln County, NC	10	79475	0.000125825731362	1885	39040	0.0482838114754
Mecklenburg County, NC	43	991904	4.33509694487e-05	998	32263	0.0309332672101
New Hanover County, NC	30	213324	0.000140631152613	0	12	0.0
Randolph County, NC	17	142336	0.000119435701439	4197	75877	0.0553132042648
Robeson County, NC	12	135033	8.88671658039e-05	3427	51687	0.0663029388434
Rowan County, NC	17	138180	0.000123027934578	1600	28294	0.0565490916802
Union County, NC	12	212623	5.64379206389e-05	2510	76134	0.0329681876691
Wake County, NC	33	974717	3.38559807616e-05	1997	17005	0.117436048221
Wilkes County, NC	14	69007	0.000202877968902	1751	44192	0.0396225561188
Cheshire County, NH	11	76476	0.000143835974685	1177	16010	0.0735165521549
Hillsborough County, NH	31	403444	7.68384211935e-05	2978	62623	0.0475544129154
Merrimack County, NH	13	147116	8.83656434378e-05	0	42	0.0
Rockingham County, NH	26	298758	8.70269582739e-05	1052	17177	0.0612446876637
Atlantic County, NJ	25	276321	9.04744843859e-05	2995	67539	0.0443447489599
Bergen County, NJ	51	926284	5.50587076966e-05	319	13022	0.0244970050683
Cape May County, NJ	18	95896	0.000187703345291	610	22617	0.0269708626255
Cumberland County, NJ	10	156977	6.37035998904e-05	4806	101992	0.0471213428504
Essex County, NJ	72	790935	9.10315006922e-05	373	16483	0.0226293757204
Gloucester County, NJ	10	289923	3.44919168193e-05	17857	337614	0.0528917639671
Hudson County, NJ	31	663565	4.67173524824e-05	57	263	0.216730038023
Mercer County, NJ	19	370984	5.12151467449e-05	11558	257303	0.0449198027229
Middlesex County, NJ	34	831107	4.09092932679e-05	800	26155	0.0305868858727
Monmouth County, NJ	44	629304	6.9918513151e-05	1555	69607	0.0223397072134
Morris County, NJ	19	499072	3.80706591434e-05	95	635	0.149606299213
Ocean County, NJ	41	583090	7.03150457048e-05	11548	168017	0.0687311403013
Passaic County, NJ	33	507456	6.50302686341e-05	19	1314	0.0144596651446
Somerset County, NJ	19	331244	5.73595295311e-05	26	2323	0.0111924235902
Union County, NJ	16	549340	2.91258601231e-05	1475	45417	0.0324768258582
Bernalillo County, NM	54	674942	8.00068746648e-05	1571	24769	0.0634260567645
Dona Ana County, NM	13	214051	6.07331897538e-05	107	2008	0.0532868525896
Rio Arriba County, NM	13	40027	0.000324780772978	929	11387	0.0815842627558
Santa Fe County, NM	21	147154	0.000142707639616	0	23	0.0
Clark County, NV	141	2028421	6.95121969256e-05	564	9100	0.061978021978
Washoe County, NV	36	433848	8.29783703048e-05	4318	52835	0.0817261285133
Bronx County, NY	98	1429123	6.85735237625e-05	1030	72883	0.0141322393425
Broome County, NY	18	198222	9.08072766898e-05	10271	258154	0.0397863290904
Chautauqua County, NY	10	132991	7.51930581769e-05	2453	54568	0.0449530860578
Dutchess County, NY	36	296963	0.000121227223594	2346	90783	0.0258418426357
Erie County, NY	89	921794	9.65508562651e-05	2389	90478	0.0264042087579
Kings County, NY	109	2600098	4.19214968051e-05	0	479	0.0
Monroe County, NY	54	750414	7.19602779266e-05	155	2182	0.0710357470211
Nassau County, NY	82	1354842	6.05236625378e-05	13	614	0.0211726384365
New York County, NY	94	1631375	5.7620105739e-05	5039	246498	0.0204423565303
Niagara County, NY	19	214214	8.86963503786e-05	2802	81037	0.0345767982527
Onondaga County, NY	21	469101	4.47664788606e-05	718	21145	0.0339560179712
Orange County, NY	26	374958	6.93410995365e-05	2323	51142	0.0454225489813
Queens County, NY	69	2302881	2.99624687511e-05	83	5287	0.0156988840552
Richmond County, NY	22	472570	4.65539496794e-05	12248	309461	0.039578492928
Rockland County, NY	11	320498	3.43215870302e-05	3131	160287	0.0195337114052
Suffolk County, NY	150	1502288	9.98476989765e-05	654	5229	0.125071715433
Westchester County, NY	38	968826	3.92227293652e-05	16	1670	0.00958083832335
Allen County, OH	12	105216	0.000114051094891	85	217	0.391705069124
Butler County, OH	65	371387	0.000175019588731	27728	325363	0.0852217369523
Clark County, OH	16	136740	0.000117010384672	228	5127	0.0444704505559
Clermont County, OH	41	200219	0.000204775770531	7944	109869	0.072304289654
Cuyahoga County, OH	160	1263796	0.000126602711197	488	2140	0.228037383178
Franklin County, OH	132	1215200	0.000108624094799	7429	172142	0.0431562314833
Greene County, OH	10	163865	6.10258444451e-05	3122	64349	0.0485166824659
Hamilton County, OH	141	804083	0.000175355031757	8172	201338	0.0405884631813
Lake County, OH	27	229605	0.000117593257987	367	10022	0.0366194372381
Licking County, OH	11	168521	6.52737641006e-05	3149	55450	0.0567899008115
Lorain County, OH	37	302851	0.000122172289344	479	13288	0.0360475617098
Lucas County, OH	40	436249	9.1690754592e-05	40789	620666	0.0657181157015
Mahoning County, OH	13	234384	5.54645368285e-05	97	1047	0.0926456542502
Medina County, OH	11	174667	6.29769790516e-05	322	7691	0.04186711741
Montgomery County, OH	69	534336	0.000129132231405	27978	466933	0.0599186607072
Portage County, OH	13	161593	8.04490293515e-05	934	5904	0.158197831978
Richland County, OH	20	122263	0.000163581786804	10352	181557	0.0570179062223
Stark County, OH	10	374992	2.66672355677e-05	21	1056	0.0198863636364
Summit County, OH	49	542195	9.03733896476e-05	15635	329553	0.0474430516487
Trumbull County, OH	26	206508	0.000125903112712	8362	157411	0.0531220816843
Warren County, OH	15	219743	6.82615600952e-05	14784	141660	0.104362558238
Cleveland County, OK	12	270161	4.44179581805e-05	12525	88172	0.142051898562
Oklahoma County, OK	52	755921	6.8790257183e-05	0	150	0.0
Tulsa County, OK	38	623488	6.09474440567e-05	14244	85448	0.166697874731
Clackamas County, OR	22	388111	5.66848143959e-05	1947	29160	0.0667695473251
Deschutes County, OR	11	165930	6.62930151269e-05	9223	142692	0.064635718891
Jackson County, OR	11	207998	5.28851238954e-05	908	16437	0.0552412240677
Lane County, OR	23	355650	6.46703219457e-05	2854	23837	0.119729831774
Multnomah County, OR	58	766589	7.56598385836e-05	2156	36220	0.0595251242408
Washington County, OR	13	555661	2.33955595228e-05	70	527	0.132827324478
Allegheny County, PA	132	1233814	0.000106985331663	109	389	0.280205655527
Beaver County, PA	22	170072	0.000129356978221	69	807	0.0855018587361
Berks County, PA	25	413965	6.03915789982e-05	8719	194555	0.0448150908483
Bucks County, PA	28	626313	4.47060814641e-05	11962	220712	0.0541973250208
Butler County, PA	17	185370	9.1708474942e-05	17340	183513	0.0944892187474
Dauphin County, PA	21	271307	7.7403089489e-05	0	34	0.0
Delaware County, PA	17	561619	3.02696311913e-05	757	48275	0.0156809943035
Erie County, PA	20	280117	7.13987369563e-05	41	1741	0.0235496840896
Fayette County, PA	16	134835	0.000118663551748	1447	12896	0.112205334988
Lackawanna County, PA	15	213759	7.01724839656e-05	4568	28623	0.159591936555
Lancaster County, PA	17	530238	3.20610744609e-05	21	1620	0.012962962963
Lawrence County, PA	12	89150	0.00013460459899	0	37	0.0
Lehigh County, PA	11	355817	3.09147679847e-05	61	5928	0.010290148448
Luzerne County, PA	11	320041	3.43705962674e-05	24	752	0.031914893617
Montgomery County, PA	45	813704	5.53026653427e-05	0	142	0.0
Northampton County, PA	15	299515	5.00809642255e-05	61	4257	0.0143293399107
Philadelphia County, PA	36	1556686	2.31260511111e-05	426	27991	0.0152191775928
Washington County, PA	27	208184	0.000129692963917	1845	22074	0.0835824952433
Westmoreland County, PA	11	361128	3.04601138654e-05	42	5265	0.00797720797721
York County, PA	17	439521	3.86784704258e-05	1147	16413	0.0698836288308
Kent County, RI	22	164856	0.000133449798612	3665	87685	0.041797342761
Newport County, RI	11	82523	0.000133296171976	1435	26816	0.0535128281623
Providence County, RI	84	629816	0.000133372286509	50	2283	0.0219010074463
Charleston County, SC	15	372289	4.02912790869e-05	230	8407	0.0273581539194
Greenville County, SC	25	474070	5.27348281899e-05	6137	86268	0.071138776835
Pickens County, SC	15	119208	0.000125830481176	20395	251551	0.0810769983025
Richland County, SC	13	397645	3.26924769581e-05	1410	35137	0.0401286393261
Spartanburg County, SC	13	290757	4.47108754045e-05	8062	88677	0.0909142167642
Anderson County, TN	12	75443	0.000159060482749	18	165	0.109090909091
Blount County, TN	11	124943	8.80401463067e-05	17898	209714	0.0853448029221
Campbell County, TN	11	40211	0.000273556986894	42	3286	0.0127814972611
Davidson County, TN	42	659428	6.3691562991e-05	20	850	0.0235294117647
Hamilton County, TN	27	349036	7.73559174412e-05	62647	431804	0.145082027957
Knox County, TN	61	444170	0.000137334804242	3016	74436	0.0405180289107
Roane County, TN	14	53011	0.000264096130992	31	1223	0.0253475061325
Shelby County, TN	60	939074	6.38927283686e-05	36	132	0.272727272727
Bell County, TX	11	326654	3.36747751443e-05	888	13854	0.0640970116934
Bexar County, TX	89	1823749	4.88005750791e-05	0	81	0.0
Collin County, TX	18	858717	2.09615041975e-05	300	6093	0.0492368291482
Dallas County, TX	122	2485781	4.90791425311e-05	25049	490673	0.0510502921498
Denton County, TX	18	729690	2.46680097028e-05	211	2898	0.0728088336784
El Paso County, TX	32	832457	3.84404239498e-05	234	6645	0.0352144469526
Galveston County, TX	16	307303	5.20658763501e-05	90	892	0.100896860987
Harris County, TX	168	4352462	3.8598843597e-05	28490	401418	0.0709733992995
Hidalgo County, TX	16	819173	1.95318937514e-05	15419	342154	0.0450645031185
Jefferson County, TX	10	252874	3.95453862398e-05	982	26638	0.0368646294767
Lubbock County, TX	14	289899	4.82926812442e-05	13700	202322	0.067713842291
Montgomery County, TX	12	499574	2.40204654366e-05	4529	27617	0.163993192599
Nueces County, TX	31	352950	8.78311375549e-05	36	435	0.0827586206897
Tarrant County, TX	39	1913437	2.03821709312e-05	1038	10543	0.0984539504885
Travis County, TX	33	1121968	2.9412603568e-05	24171	345965	0.0698654488171
Webb County, TX	20	263861	7.57974842815e-05	0	566	0.0
Salt Lake County, UT	48	1081155	4.43969643576e-05	239	7559	0.0316179388808
Utah County, UT	24	552406	4.34463057968e-05	0	104	0.0
Weber County, UT	11	238601	4.61020699829e-05	4504	49740	0.0905508644954
Chesapeake city, VA	16	230515	6.94097997961e-05	497	13183	0.0377000682697
Chesterfield County, VA	20	327955	6.09839764602e-05	177	1023	0.173020527859
Culpeper County, VA	10	48467	0.000206325953742	0	11	0.0
Fairfax County, VA	18	1134972	1.58594220827e-05	12	1150	0.0104347826087
Henrico County, VA	13	319585	4.06777539622e-05	17553	128824	0.136255666646
Newport News city, VA	12	181496	6.61171596068e-05	1112	18279	0.060834837792
Norfolk city, VA	22	245169	8.97340202065e-05	99	624	0.158653846154
Prince William County, VA	15	439175	3.41549496214e-05	498	8400	0.0592857142857
Richmond city, VA	20	213931	9.34880872805e-05	14784	233773	0.0632408361958
Roanoke city, VA	14	99047	0.000141347037265	4854	85518	0.056759980355
Stafford County, VA	10	136994	7.29958976306e-05	1418	33188	0.0427262866096
Virginia Beach city, VA	29	449120	6.4570716067e-05	9958	84014	0.118527864404
Chittenden County, VT	12	159931	7.50323577043e-05	4386	60064	0.0730221097496
Clark County, WA	22	442843	4.96790058779e-05	21540	230997	0.0932479642593
King County, WA	117	2047618	5.71395641179e-05	424	8792	0.0482256596906
Pierce County, WA	56	819336	6.83480281594e-05	25381	355283	0.0714388248242
Snohomish County, WA	39	746008	5.22782597506e-05	38	637	0.0596546310832
Spokane County, WA	14	479434	2.920109963e-05	508	12844	0.0395515415758
Dane County, WI	20	510322	3.91909421894e-05	10578	218990	0.0483035755057
Kenosha County, WI	17	167651	0.000101401124956	705	11746	0.0600204324877
Milwaukee County, WI	89	957286	9.29711705802e-05	2388	9207	0.259367872271
Racine County, WI	19	194807	9.75324295328e-05	4775	70180	0.0680393274437
Walworth County, WI	11	103041	0.000106753622345	1277	32985	0.0387145672275
Waukesha County, WI	18	394025	4.56823805596e-05	2636	5933	0.444294623293
Berkeley County, WV	15	108589	0.00013813553859	661	7324	0.0902512288367
Cabell County, WV	16	96987	0.000164970563065	24712	477479	0.0517551557241
Kanawha County, WV	15	191373	7.83809628317e-05	374	12052	0.0310321938268
