Pinellas County, FL	70	949827
Polk County, FL	35	650092
St. Lucie County, FL	11	298563
Sarasota County, FL	43	405549
Seminole County, FL	30	449144
Volusia County, FL	43	517887
Chatham County, GA	13	286956
Cherokee County, GA	14	235900
Clayton County, GA	16	273955
Cobb County, GA	56	741334
DeKalb County, GA	39	734871
Forsyth County, GA	14	212438
Fulton County, GA	82	1010562
Gwinnett County, GA	42	895823
Paulding County, GA	10	152238
Richmond County, GA	16	201793
Honolulu County, HI	23	998714
Ada County, ID	11	434211
Champaign County, IL	19	208861
Cook County, IL	471	5238216
DuPage County, IL	52	933736
Kane County, IL	24	530847
Kankakee County, IL	13	110879
Lake County, IL	45	703910
LaSalle County, IL	19	111333
McHenry County, IL	30	307343
McLean County, IL	12	173166
Macon County, IL	10	107303
Madison County, IL	54	266209
Peoria County, IL	29	186221
St. Clair County, IL	25	264052
Sangamon County, IL	23	198712
Tazewell County, IL	16	134800
Will County, IL	62	687263
Winnebago County, IL	74	287078
Allen County, IN	19	368450
Delaware County, IN	17	116852
Hamilton County, IN	10	309697
Lake County, IN	24	487865
Marion County, IN	73	939020
Porter County, IN	19	167688
St. Joseph County, IN	30	268441
Wayne County, IN	10	67001
Polk County, IA	19	467711
Scott County, IA	11	172126
Sedgwick County, KS	23	511574
Boone County, KY	22	127712
Campbell County, KY	28	92066
Fayette County, KY	54	314488
Jefferson County, KY	61	763623
Kenton County, KY	48	165012
Madison County, KY	12	87824
Shelby County, KY	10	45632
East Baton Rouge Parish, LA	18	446753
Jefferson Parish, LA	70	436275
Orleans Parish, LA	29	389617
St. Tammany Parish, LA	15	250088
Androscoggin County, ME	10	107233
Cumberland County, ME	32	289977
Kennebec County, ME	13	119980
Penobscot County, ME	16	152692
York County, ME	25	201169
Anne Arundel County, MD	20	564195
Baltimore County, MD	37	831128
Prince George's County, MD	20	909535
Baltimore city, MD	52	621849
Barnstable County, MA	57	214333
Berkshire County, MA	29	127828
Bristol County, MA	137	556772
Essex County, MA	154	776043
Franklin County, MA	11	70601
Hampden County, MA	87	470690
Hampshire County, MA	15	161292
Middlesex County, MA	225	1585139
Norfolk County, MA	116	696023
Plymouth County, MA	119	510393
Suffolk County, MA	135	778121
Worcester County, MA	175	818963
Berrien County, MI	14	154636
Genesee County, MI	37	410849
Ingham County, MI	21	286085
Kent County, MI	74	636369
Macomb County, MI	93	864840
Monroe County, MI	25	149568
Muskegon County, MI	13	172790
Oakland County, MI	31	1242304
Ottawa County, MI	17	279955
St. Clair County, MI	11	159875
Washtenaw County, MI	45	358880
Wayne County, MI	322	1759335
Anoka County, MN	12	344151
Hennepin County, MN	65	1223149
Ramsey County, MN	33	538133
St. Louis County, MN	17	200431
Washington County, MN	10	251597
DeSoto County, MS	23	173323
Clay County, MO	14	235637
Franklin County, MO	12	102426
Greene County, MO	40	288072
Jackson County, MO	46	687623
Jefferson County, MO	35	224124
St. Charles County, MO	39	385590
St. Louis County, MO	112	1003362
St. Louis city, MO	82	315685
Douglas County, NE	10	550064
Clark County, NV	134	2114801
Washoe County, NV	16	446903
Carson City, NV	10	54521
Belknap County, NH	16	60641
Carroll County, NH	13	47285
Grafton County, NH	10	89320
Hillsborough County, NH	132	406678
Merrimack County, NH	25	147994
Rockingham County, NH	76	301777
Strafford County, NH	36	126825
Atlantic County, NJ	42	274219
Bergen County, NJ	65	938506
Burlington County, NJ	16	450226
Cape May County, NJ	15	94727
Cumberland County, NJ	16	155854
Essex County, NJ	76	797434
Hudson County, NJ	40	674836
Hunterdon County, NJ	10	125488
Mercer County, NJ	25	371398
Middlesex County, NJ	47	840900
Monmouth County, NJ	56	628715
Morris County, NJ	26	499509
Ocean County, NJ	50	588721
Passaic County, NJ	36	510916
Somerset County, NJ	18	333654
Sussex County, NJ	14	143673
Union County, NJ	31	555786
Warren County, NJ	13	106869
Bernalillo County, NM	67	676685
Dona Ana County, NM	12	214295
Rio Arriba County, NM	14	39465
Santa Fe County, NM	17	148686
Bronx County, NY	129	1455444
Broome County, NY	21	196567
Chautauqua County, NY	12	130779
Dutchess County, NY	30	295754
Erie County, NY	96	922578
Jefferson County, NY	11	117635
Kings County, NY	113	2636735
Monroe County, NY	70	749600
Nassau County, NY	90	1361350
New York County, NY	77	1644518
Niagara County, NY	20	212652
Oneida County, NY	25	232500
Onondaga County, NY	49	468463
Orange County, NY	34	377647
Oswego County, NY	10	120146
Queens County, NY	75	2339150
Richmond County, NY	25	474558
Rockland County, NY	14	326037
Suffolk County, NY	163	1501587
Westchester County, NY	46	976396
Brunswick County, NC	16	122765
Buncombe County, NC	21	253178
Burke County, NC	10	88842
Cabarrus County, NC	10	196762
Cleveland County, NC	11	96879
Craven County, NC	13	103451
Cumberland County, NC	28	323838
Durham County, NC	16	300952
Forsyth County, NC	24	369019
Gaston County, NC	23	213442
Guilford County, NC	33	517600
Iredell County, NC	12	169866
Johnston County, NC	10	185660
Mecklenburg County, NC	71	1034070
New Hanover County, NC	29	220358
Onslow County, NC	12	186311
Pender County, NC	10	57611
Pitt County, NC	10	175842
Randolph County, NC	14	142799
Rowan County, NC	16	139142
Union County, NC	15	222742
Wake County, NC	34	1024198
Allen County, OH	12	104425
Ashtabula County, OH	13	98632
Brown County, OH	19	43839
Butler County, OH	106	376353
Clark County, OH	47	135959
Clermont County, OH	77	201973
Clinton County, OH	13	41917
Cuyahoga County, OH	192	1255921
Fayette County, OH	11	28679
Franklin County, OH	217	1251722
Greene County, OH	31	164427
Hamilton County, OH	228	807598
Lake County, OH	35	229245
Lawrence County, OH	12	61109
Licking County, OH	14	170570
Lorain County, OH	36	305147
Lucas County, OH	75	433689
Mahoning County, OH	21	231900
Marion County, OH	17	65355
Medina County, OH	16	176395
Montgomery County, OH	158	532258
Portage County, OH	26	162275
Preble County, OH	10	41329
Richland County, OH	32	121707
Ross County, OH	11	77170
Stark County, OH	27	375165
Summit County, OH	125	541968
Trumbull County, OH	71	203751
Warren County, OH	29	224469
Wayne County, OH	14	116063
Wood County, OH	17	129730
Cleveland County, OK	19	274458
Oklahoma County, OK	42	776864
Tulsa County, OK	37	639242
Clackamas County, OR	15	401515
Jackson County, OR	15	212567
Lane County, OR	18	362895
Marion County, OR	18	330700
Multnomah County, OR	50	790294
Washington County, OR	13	574326
Allegheny County, PA	227	1230459
Beaver County, PA	15	168871
Berks County, PA	21	415271
Bucks County, PA	10	627367
Butler County, PA	37	186818
Cambria County, PA	25	136411
Chester County, PA	13	515939
Crawford County, PA	13	86484
Cumberland County, PA	19	246338
Dauphin County, PA	26	272983
Delaware County, PA	30	563894
Erie County, PA	24	278045
Fayette County, PA	19	133628
Indiana County, PA	14	86966
Lackawanna County, PA	14	211917
Lancaster County, PA	35	536624
Lawrence County, PA	13	88082
Lebanon County, PA	12	137067
Lehigh County, PA	16	360685
Luzerne County, PA	12	318449
Montgomery County, PA	40	819264
Northampton County, PA	28	300813
Philadelphia County, PA	33	1567442
Washington County, PA	45	208261
Westmoreland County, PA	12	357956
York County, PA	36	442867
Kent County, RI	26	164801
Providence County, RI	126	633473
Washington County, RI	13	126517
Aiken County, SC	12	165829
Charleston County, SC	37	389262
Dorchester County, SC	11	152478
Greenville County, SC	32	491863
Horry County, SC	15	309199
Lexington County, SC	14	281833
Richland County, SC	19	407051
Spartanburg County, SC	17	297302
York County, SC	10	251195
Anderson County, TN	10	75749
Blount County, TN	18	127253
Davidson County, TN	59	678889
Hamilton County, TN	28	354098
Knox County, TN	78	451324
Rutherford County, TN	16	298612
Sevier County, TN	12	95946
Shelby County, TN	80	938069
Bell County, TX	12	334941
Bexar County, TX	107	1897753
Brazoria County, TX	14	346312
Collin County, TX	24	914127
Dallas County, TX	136	2553385
Denton County, TX	21	780612
El Paso County, TX	33	835593
Fort Bend County, TX	12	716087
Galveston County, TX	21	322225
Harris County, TX	172	4538028
Jefferson County, TX	13	254308
Lubbock County, TX	11	299453
Montgomery County, TX	16	537559
Nueces County, TX	28	359715
Smith County, TX	15	222936
Tarrant County, TX	53	1982498
Travis County, TX	33	1176558
Davis County, UT	10	336043
Salt Lake County, UT	51	1107314
Utah County, UT	24	575205
Weber County, UT	14	243645
Chittenden County, VT	19	161382
Chesterfield County, VA	22	335687
Fairfax County, VA	34	1142234
Henrico County, VA	37	325155
Prince William County, VA	16	451721
Spotsylvania County, VA	18	130475
Stafford County, VA	15	142003
Chesapeake city, VA	31	235429
Hampton city, VA	15	136454
Newport News city, VA	14	182385
Norfolk city, VA	23	246393
Portsmouth city, VA	15	96201
Richmond city, VA	42	220289
Roanoke city, VA	20	99897
Virginia Beach city, VA	33	452745
Benton County, WA	11	190309
Clark County, WA	25	459495
King County, WA	78	2117125
Pierce County, WA	54	843954
Snohomish County, WA	32	772501
Spokane County, WA	25	490945
Thurston County, WA	10	269536
Whatcom County, WA	11	212284
Berkeley County, WV	19	111901
Cabell County, WV	35	96844
Jefferson County, WV	10	56482
Kanawha County, WV	28	188332
Raleigh County, WV	11	77510
Dane County, WI	22	523643
Kenosha County, WI	11	168437
Milwaukee County, WI	111	957735
Racine County, WI	12	195080
Waukesha County, WI	21	396488
Winnebago County, WI	10	169546
